week,icb,synthetic_dgp_version,resp_111_calls,bed_occupancy,dtoc_patients,ae_type1_attendances,ed_4hr_breach_count,ambulance_category_red_calls,elective_admissions,elective_cancellations,acute_admissions_nonelective,total_discharges,staff_absence_rate_pct,critical_care_occupancy_pct,mental_health_inpatient_beds_occ_pct,delayed_transfers_ge_21_days,ooh_primary_care_contacts,community_crisis_team_contacts,gp_same_day_booking_rate_pct,nhs_111_online_assessments_completed,social_care_package_delays_new,infection_isolation_beds_occupied,mean_los_acute_days,winter_pressure_index_demo
147,NHS Nottingham and Nottinghamshire ICB,2026.04.5,2078.0,96.47857777775006,11.0,1449.0,189.0,120.0,448.0,92.0,886.0,1305.0,13.975693930438963,97.65737109702647,96.8102925333857,114.0,1661.0,399.0,29.237884114651422,2375.0,77.0,32.0,6.601205794534563,7.667972048645225
148,NHS Nottingham and Nottinghamshire ICB,2026.04.5,2860.0,101.78102717334542,20.0,1428.0,95.0,111.0,466.0,108.0,842.0,1303.0,13.513754854248193,101.48477837299534,94.71602789008261,138.0,1740.0,386.0,33.544332301489376,2400.0,99.0,46.0,7.097085124468164,7.37561723485343
149,NHS Nottingham and Nottinghamshire ICB,2026.04.5,2825.0,102.23454434402271,15.0,1371.0,215.0,122.0,488.0,114.0,808.0,1250.0,12.371664906684996,101.77360735704006,95.52913929108576,147.0,1673.0,411.0,26.23281537572082,2439.0,80.0,37.0,6.901524423747917,7.69990888618283
150,NHS Nottingham and Nottinghamshire ICB,2026.04.5,4450.0,100.3404881731039,13.0,1401.0,152.0,103.0,492.0,108.0,815.0,1263.0,14.984057379724536,104.24532628229804,101.532940150248,136.0,1609.0,405.0,28.03054627628063,2457.0,73.0,46.0,7.403048758707233,7.827441035956096
151,NHS Nottingham and Nottinghamshire ICB,2026.04.5,3481.0,95.99704893921253,8.0,1410.0,145.0,112.0,513.0,119.0,909.0,1382.0,13.85800852727003,102.67780807039358,94.94768159684386,149.0,1762.0,389.0,22.477368894514584,2695.0,93.0,40.0,7.610985111288576,8.046262923521278
152,NHS Nottingham and Nottinghamshire ICB,2026.04.5,2855.0,101.18483819829257,17.0,1379.0,168.0,115.0,491.0,128.0,956.0,1421.0,13.740731122556351,101.2322375904737,96.48878906894929,153.0,1657.0,372.0,32.09361563898859,2450.0,83.0,41.0,6.8023287498204414,8.54518053248068
153,NHS Nottingham and Nottinghamshire ICB,2026.04.5,4804.0,98.50054650517203,16.0,1376.0,165.0,127.0,447.0,122.0,903.0,1351.0,13.770044242577267,102.89341740294067,96.16177608666469,151.0,1622.0,401.0,28.92588800241974,2676.0,85.0,41.0,6.889046516402834,8.331228829802024
154,NHS Nottingham and Nottinghamshire ICB,2026.04.5,5780.0,98.72829783449762,13.0,1392.0,197.0,115.0,470.0,114.0,854.0,1287.0,13.670407818106229,97.24508087466295,96.33930448235071,129.0,1764.0,423.0,25.388463887778588,2612.0,92.0,45.0,7.158684884029914,8.491841678480508
155,NHS Nottingham and Nottinghamshire ICB,2026.04.5,6885.0,99.10737912792075,24.0,1348.0,196.0,124.0,463.0,113.0,868.0,1296.0,15.03117001761361,102.21542749702914,104.02552155188155,155.0,1690.0,407.0,27.41082900405771,2630.0,95.0,35.0,7.196992926942491,7.5236966796893325
0,England,2026.04.5,94.5,93.27299758041836,4.833333333333333,971.8333333333334,108.33333333333333,57.666666666666664,388.8333333333333,44.333333333333336,593.5,947.6666666666666,6.5764398460518505,78.42606499762387,82.69824173576495,53.333333333333336,1302.8333333333333,268.8333333333333,37.25942635444014,1981.8333333333333,41.666666666666664,22.333333333333332,5.6837901090907375,4.638769306112796
1,England,2026.04.5,92.83333333333333,91.87990984722599,2.8333333333333335,976.6666666666666,99.5,56.833333333333336,392.1666666666667,48.833333333333336,606.5,986.8333333333334,6.227137467038056,79.31883603051308,82.90006053990987,58.0,1327.8333333333333,228.83333333333334,37.80657599677305,2006.8333333333333,43.166666666666664,20.833333333333332,5.557310337314381,4.812240389909447
2,England,2026.04.5,107.4,91.58047081731895,4.666666666666667,946.0,104.5,53.666666666666664,399.1666666666667,40.5,613.3333333333334,986.0,6.667160628835646,79.67373645386529,84.38096018803314,62.333333333333336,1295.3333333333333,257.5,37.24015595928395,1995.0,40.166666666666664,22.5,5.658714366025875,4.811805677116435
3,England,2026.04.5,112.4,92.14195089719423,5.166666666666667,984.8333333333334,93.5,59.666666666666664,390.8333333333333,48.666666666666664,626.3333333333334,1004.6666666666666,6.625280172411756,79.32109702352547,81.07517583277192,62.333333333333336,1272.1666666666667,263.1666666666667,39.85093219568801,2042.1666666666667,43.666666666666664,20.166666666666668,5.6130847224818785,4.94992735155677
4,England,2026.04.5,113.0,94.49242244051054,7.5,954.0,108.83333333333333,55.5,407.1666666666667,47.833333333333336,645.1666666666666,1041.5,6.890806558473595,82.72026144470979,80.59907646552509,67.0,1270.5,257.3333333333333,37.871424834175315,1965.3333333333333,45.833333333333336,24.5,5.774765286774557,4.882483320228798
5,England,2026.04.5,67.2,93.30730991346984,3.6666666666666665,910.8333333333334,107.0,58.333333333333336,379.1666666666667,53.166666666666664,585.0,937.0,6.8509196905497625,80.93737368709215,85.59333434388817,62.5,1330.3333333333333,257.0,37.71249012397558,1936.3333333333333,41.833333333333336,21.666666666666668,5.539533005154744,4.807306993515542
6,England,2026.04.5,124.83333333333333,93.01568385429256,3.8333333333333335,943.3333333333334,111.0,58.333333333333336,397.6666666666667,46.0,620.0,993.3333333333334,6.767229933399844,81.84467509057534,83.1938524949731,68.33333333333333,1291.1666666666667,253.0,37.45934863413551,2042.0,45.666666666666664,17.833333333333332,5.622516794299176,4.646046103485569
7,England,2026.04.5,115.83333333333333,93.29794976525652,6.0,934.0,88.16666666666667,58.833333333333336,367.3333333333333,52.166666666666664,625.5,1000.0,6.829113539006738,82.16599777672153,82.80135142852508,59.833333333333336,1327.6666666666667,263.1666666666667,38.22372820999839,1995.5,47.166666666666664,19.666666666666668,5.581319676199527,4.885611933719303
8,England,2026.04.5,104.5,91.63947190571878,4.333333333333333,948.5,115.33333333333333,58.666666666666664,395.5,51.25,603.5,986.3333333333334,6.919530478144996,77.35084472189317,85.64145943642605,52.5,1334.3333333333333,270.6666666666667,38.16448130930988,1964.3333333333333,45.0,22.333333333333332,5.6033776707606435,4.980103621167726
9,England,2026.04.5,128.6,92.4296911209157,6.0,995.3333333333334,126.66666666666667,54.333333333333336,385.0,46.0,598.8333333333334,971.0,7.156882654026336,81.09561290479682,83.9726701250465,67.33333333333333,1348.3333333333333,273.3333333333333,38.258635640235376,2023.6666666666667,42.833333333333336,20.666666666666668,5.646045633925947,4.894883023330405
10,England,2026.04.5,141.75,95.12507985185341,6.666666666666667,1000.8333333333334,115.66666666666667,61.5,384.5,55.166666666666664,618.0,1008.1666666666666,7.264476761328389,81.36865809020416,83.75355570934168,75.66666666666667,1318.5,265.8333333333333,37.266313618229724,2033.3333333333333,44.666666666666664,22.833333333333332,5.650680171975547,5.127120979788367
11,England,2026.04.5,161.5,94.05167776429322,4.833333333333333,987.3333333333334,112.83333333333333,59.333333333333336,393.5,59.0,638.5,1000.0,7.57607624546582,82.887202980775,84.29718335353317,69.33333333333333,1328.0,260.0,37.09562402787735,2021.6666666666667,46.0,23.833333333333332,5.7150622060240055,5.138548044136335
12,England,2026.04.5,164.0,94.64556625201014,5.833333333333333,957.3333333333334,102.33333333333333,69.0,406.3333333333333,54.666666666666664,647.1666666666666,1049.6666666666667,7.298283527886398,80.38760507237826,83.66753033783284,72.16666666666667,1347.0,258.6666666666667,37.557814601557006,1998.8333333333333,47.666666666666664,24.833333333333332,5.932086709885145,4.910283243679847
13,England,2026.04.5,175.83333333333334,94.44067854019643,6.333333333333333,961.0,104.0,63.166666666666664,388.8333333333333,53.666666666666664,633.0,1002.5,7.437748994959915,79.85420788109691,86.19638202709147,66.16666666666667,1358.5,252.33333333333334,38.71650357618842,2021.5,43.333333333333336,23.333333333333332,5.812055243505488,5.107024154297554
14,England,2026.04.5,226.25,94.65587997018424,5.5,969.3333333333334,115.83333333333333,65.83333333333333,388.3333333333333,49.833333333333336,609.6666666666666,977.8333333333334,7.048374342727169,80.7160168245031,84.92971837904165,64.5,1377.5,265.5,36.92077945871031,2011.1666666666667,41.166666666666664,20.666666666666668,5.758212892098183,4.765565394593174
15,England,2026.04.5,141.5,93.89857014723954,5.5,999.5,120.33333333333333,63.166666666666664,398.1666666666667,46.333333333333336,632.0,1008.5,7.339787117076934,80.46882500022949,84.65372528470267,73.33333333333333,1302.3333333333333,261.8333333333333,37.6260011482717,1982.8333333333333,48.833333333333336,23.333333333333332,5.546382916860337,4.780867185411451
16,England,2026.04.5,170.0,94.5409289866012,5.0,974.5,128.5,55.333333333333336,389.0,50.5,608.5,978.8333333333334,6.9989283374419555,83.6878819721397,83.26735087279424,77.0,1375.8333333333333,246.66666666666666,38.42476360687699,2025.5,54.166666666666664,23.166666666666668,5.694841069815673,4.939450199708574
17,England,2026.04.5,134.0,94.21977657906984,5.333333333333333,986.5,106.83333333333333,66.16666666666667,394.8333333333333,48.833333333333336,625.5,1007.5,7.613829618712823,80.29816565685786,82.93531554838587,70.5,1324.1666666666667,265.8333333333333,37.49903406049797,1961.5,43.666666666666664,21.833333333333332,5.7871577872850635,4.822627002453842
18,England,2026.04.5,207.0,94.12380842488153,6.0,1027.6666666666667,124.83333333333333,63.333333333333336,386.0,47.0,624.0,994.0,7.355203816193939,81.98065502769619,85.1839932266523,69.33333333333333,1352.3333333333333,264.3333333333333,35.779062888982615,2052.1666666666665,42.666666666666664,24.833333333333332,5.736527215468456,4.945962501002272
19,England,2026.04.5,157.4,96.03127236934847,5.333333333333333,972.6666666666666,107.0,64.66666666666667,388.0,51.0,640.8333333333334,1018.5,7.4879885413777885,83.16321624419952,84.50500086408819,66.83333333333333,1287.1666666666667,266.8333333333333,37.8607239568724,2013.0,44.5,23.0,5.6771331717234785,5.103305525168323
20,England,2026.04.5,170.0,95.0670846909835,4.166666666666667,969.1666666666666,107.33333333333333,62.666666666666664,368.3333333333333,52.666666666666664,616.3333333333334,968.8333333333334,7.282441853494174,80.5325978183174,83.02715312529234,70.33333333333333,1338.0,268.1666666666667,37.45289544662351,1997.1666666666667,47.5,22.5,5.764854493785992,4.892571829277997
21,England,2026.04.5,137.0,94.71500716351416,6.666666666666667,960.5,116.33333333333333,63.166666666666664,386.5,53.0,632.8333333333334,999.0,7.0172576577613155,83.7435735642053,85.54097303301837,67.66666666666667,1339.3333333333333,267.5,37.859331647856884,2020.1666666666667,41.666666666666664,23.666666666666668,5.454058819222546,4.671325964266956
22,England,2026.04.5,105.5,93.2926614511331,6.0,974.8333333333334,100.5,66.0,371.8333333333333,49.666666666666664,623.3333333333334,994.6666666666666,7.205705289960837,82.13070168864193,85.92601026615925,73.16666666666667,1343.8333333333333,268.0,38.11414241322133,1960.5,40.166666666666664,24.0,5.457467869098006,4.780014225048131
23,England,2026.04.5,77.5,94.97411896756331,4.666666666666667,955.1666666666666,117.5,59.5,380.1666666666667,50.833333333333336,604.5,957.8333333333334,7.010827648118293,82.70821352118368,84.83697264531394,58.333333333333336,1358.8333333333333,267.0,38.51994125110792,1973.0,41.5,22.5,5.649283933739067,4.81481683065802
24,England,2026.04.5,161.25,95.82889311904243,6.666666666666667,969.0,129.66666666666666,62.666666666666664,391.5,51.166666666666664,592.5,952.6666666666666,6.838136895718566,80.7045626224302,86.34358609540801,62.166666666666664,1330.8333333333333,262.5,38.02583096166527,1955.3333333333333,47.166666666666664,22.333333333333332,5.695140906830827,4.583914291302329
25,England,2026.04.5,144.0,92.90706679539358,7.5,972.5,120.5,59.166666666666664,388.0,44.333333333333336,613.0,983.8333333333334,7.2273720023332615,81.33392111101895,82.32024090471752,68.16666666666667,1290.6666666666667,257.5,39.074526552697314,2012.6666666666667,49.0,20.0,5.855876902744946,4.7276058558858445
26,England,2026.04.5,151.33333333333334,90.45431360857009,5.5,971.8333333333334,112.83333333333333,63.833333333333336,411.0,50.166666666666664,639.3333333333334,1038.5,7.134984071564666,78.18985418590673,81.8676736777594,64.66666666666667,1313.1666666666667,262.5,38.701576567822244,1989.3333333333333,44.333333333333336,25.333333333333332,5.709105516667453,4.822020528261042
27,England,2026.04.5,124.5,93.83654335300348,7.666666666666667,970.1666666666666,112.66666666666667,66.0,412.8333333333333,52.166666666666664,651.6666666666666,1047.1666666666667,7.09879544896732,79.61411240332522,82.39895237934023,66.0,1376.1666666666667,249.33333333333334,36.85283808286315,2007.5,43.5,22.5,5.547237280055358,4.6494727762821295
28,England,2026.04.5,161.5,93.54354399467127,5.666666666666667,965.0,114.16666666666667,65.66666666666667,393.3333333333333,54.666666666666664,601.8333333333334,981.1666666666666,7.157261774991162,78.7022707814425,84.98888966896764,71.0,1375.1666666666667,253.33333333333334,38.91224602141663,1993.0,46.333333333333336,22.833333333333332,5.765964769456236,5.068109281314961
29,England,2026.04.5,85.6,93.01442259560811,6.333333333333333,978.8333333333334,108.33333333333333,63.0,379.1666666666667,49.0,664.6666666666666,1033.0,7.347071021449338,80.37246981021504,83.91505631584725,66.66666666666667,1325.3333333333333,270.1666666666667,38.951358737812214,2047.1666666666667,43.166666666666664,25.333333333333332,5.499925251381953,4.371374188683663
30,England,2026.04.5,153.83333333333334,93.05010784579953,3.8333333333333335,965.1666666666666,98.83333333333333,63.5,387.1666666666667,42.833333333333336,629.3333333333334,1006.3333333333334,7.389001544220694,78.36621602747707,82.13610697910309,64.16666666666667,1304.6666666666667,254.66666666666666,37.914034175714214,1971.6666666666667,53.5,20.666666666666668,5.641124990862621,4.707713521866103
31,England,2026.04.5,115.16666666666667,92.87231598505174,4.166666666666667,988.8333333333334,119.16666666666667,61.166666666666664,412.5,52.166666666666664,601.1666666666666,994.8333333333334,6.896798165428732,81.42337684664069,83.62173838063238,66.16666666666667,1314.8333333333333,269.0,36.90150361321787,2038.5,47.0,22.0,5.561458487469957,4.779994991787994
32,England,2026.04.5,100.16666666666667,92.58172616415044,5.833333333333333,950.0,105.5,58.0,381.0,47.166666666666664,632.0,981.1666666666666,7.044088403559556,77.77288574119478,81.44130972985926,64.5,1290.6666666666667,254.16666666666666,37.521612238412715,1976.1666666666667,45.166666666666664,22.5,5.55185279241108,4.662239865090481
33,England,2026.04.5,144.8,91.6316398673709,5.5,935.6666666666666,104.83333333333333,56.666666666666664,371.6666666666667,46.166666666666664,618.8333333333334,972.6666666666666,6.428010442699918,80.87348935362542,82.51996371483467,70.66666666666667,1286.0,254.66666666666666,38.058644639635325,1948.8333333333333,42.5,21.833333333333332,5.724007492597096,4.351319071371922
34,England,2026.04.5,101.33333333333333,91.20469402791588,4.666666666666667,964.1666666666666,106.33333333333333,58.333333333333336,375.6666666666667,52.2,596.6666666666666,955.5,6.763586808885427,83.0172655068621,81.60835096531255,62.833333333333336,1305.8333333333333,246.66666666666666,38.599441804686535,1979.8333333333333,45.0,23.0,5.526214254404475,4.509076837829617
35,England,2026.04.5,153.33333333333334,93.09674062465557,5.5,984.0,115.83333333333333,56.333333333333336,392.3333333333333,47.166666666666664,626.6666666666666,990.5,6.758150821005247,79.44623494978687,83.08917742568717,54.5,1325.0,255.83333333333334,37.26291994532153,1956.6666666666667,45.5,20.166666666666668,5.683684856609706,4.603138511994161
36,England,2026.04.5,138.5,92.37005113679993,4.666666666666667,983.0,115.16666666666667,65.66666666666667,385.5,50.333333333333336,621.1666666666666,975.6666666666666,7.603230670663275,83.01858531660787,84.17310115736372,65.0,1365.6666666666667,256.1666666666667,37.14120458115715,1952.0,43.5,21.5,5.7586205533524435,4.897436349681255
37,England,2026.04.5,175.66666666666666,92.62119659109656,5.333333333333333,968.5,104.33333333333333,62.0,376.1666666666667,48.5,629.1666666666666,994.1666666666666,7.148387088344478,78.90639856721346,84.26012611120622,60.833333333333336,1324.6666666666667,262.5,35.30941910371072,2088.8333333333335,43.666666666666664,21.5,5.767190968082713,4.921359785740826
38,England,2026.04.5,124.4,92.87664593916207,6.666666666666667,975.8333333333334,104.66666666666667,61.166666666666664,393.5,57.166666666666664,648.6666666666666,1022.8333333333334,7.167329614155747,83.82518247461074,84.52695934185247,74.0,1363.3333333333333,253.0,38.53587876440955,1983.6666666666667,48.5,22.333333333333332,5.5661494183560505,4.40213231408235
39,England,2026.04.5,190.5,92.68821055819139,5.333333333333333,970.6666666666666,125.5,66.66666666666667,386.8333333333333,47.5,627.5,994.1666666666666,6.939736249797323,79.93898959893438,82.21338066563685,64.16666666666667,1375.8333333333333,241.16666666666666,36.17272260070265,1957.8333333333333,47.833333333333336,21.833333333333332,5.566001845325469,4.962161190226155
40,England,2026.04.5,153.33333333333334,92.88956284686458,5.833333333333333,1008.6666666666666,114.5,62.0,406.3333333333333,54.0,633.6666666666666,1018.8333333333334,7.07057254084804,78.84577661277724,84.33782538457301,56.666666666666664,1293.0,257.5,36.647521657885086,1983.6666666666667,51.0,24.833333333333332,5.973377662641998,4.449287762445414
41,England,2026.04.5,185.83333333333334,94.2932955256794,4.333333333333333,956.8333333333334,102.66666666666667,63.0,387.1666666666667,54.166666666666664,618.3333333333334,1005.5,6.971527100235222,81.0929423783098,82.16929445655477,73.33333333333333,1310.0,250.83333333333334,35.4377804867096,1998.8333333333333,47.166666666666664,21.833333333333332,5.477346862665972,4.885585889182159
42,England,2026.04.5,202.5,91.18714864753032,6.833333333333333,996.3333333333334,112.83333333333333,60.0,397.1666666666667,50.5,595.5,961.3333333333334,6.937273753572153,79.43085083250271,83.11980050195912,80.0,1344.6666666666667,254.16666666666666,37.22336935049909,1984.5,41.0,22.0,5.853470998149571,4.662524896106995
43,England,2026.04.5,61.0,92.90072605063143,6.166666666666667,929.3333333333334,109.83333333333333,60.833333333333336,398.5,51.333333333333336,591.0,973.5,7.093129231179461,79.12061446116647,85.21770027927455,71.5,1327.8333333333333,260.5,37.67839839464009,2008.3333333333333,37.333333333333336,22.0,5.718807390100149,4.696306942887264
44,England,2026.04.5,137.83333333333334,92.94110964711194,5.5,958.6666666666666,112.33333333333333,58.166666666666664,391.3333333333333,45.333333333333336,618.0,970.1666666666666,7.172124566345796,79.63014285870311,82.95552211074357,65.66666666666667,1308.1666666666667,268.1666666666667,38.689331798168205,2032.6666666666667,45.166666666666664,21.333333333333332,5.662158003700512,4.546008302318647
45,England,2026.04.5,163.5,93.7432245559566,4.166666666666667,936.5,106.83333333333333,58.5,381.5,53.166666666666664,597.8333333333334,964.3333333333334,6.6487217726690355,80.76827738857067,81.29693274256904,66.5,1322.3333333333333,269.8333333333333,38.13454394453288,1944.3333333333333,44.5,18.333333333333332,5.456744694749028,4.668515380527711
46,England,2026.04.5,151.5,90.39630646865567,6.0,956.8333333333334,114.0,63.333333333333336,376.3333333333333,58.666666666666664,605.3333333333334,968.3333333333334,7.01302193151083,78.74740190723634,83.44397161452987,64.83333333333333,1327.6666666666667,244.16666666666666,39.680800936953524,1881.6666666666667,41.833333333333336,21.166666666666668,5.492401899149175,4.530671757586719
47,England,2026.04.5,65.2,93.404510354776,4.666666666666667,970.0,98.33333333333333,63.0,360.8333333333333,44.0,630.5,962.1666666666666,6.9241086104322,81.57486625077358,83.43361630925898,60.166666666666664,1313.8333333333333,259.5,38.87636617278935,1908.5,47.166666666666664,21.333333333333332,5.883141117047104,4.57759796791107
48,England,2026.04.5,170.0,92.41799367619119,6.0,989.5,101.33333333333333,61.166666666666664,358.6666666666667,49.4,629.6666666666666,976.5,6.702470410010953,78.42061131066997,85.52603736639048,60.833333333333336,1317.6666666666667,255.83333333333334,38.91644257567766,1966.0,37.666666666666664,20.5,5.71631340792646,4.731484010722242
49,England,2026.04.5,192.4,89.6717701872684,6.166666666666667,963.6666666666666,108.16666666666667,59.5,379.8333333333333,49.833333333333336,622.6666666666666,989.8333333333334,7.09453951026196,79.95858734181736,82.63243258998185,59.833333333333336,1319.3333333333333,250.16666666666666,38.133463584008176,2047.3333333333333,36.0,24.333333333333332,5.774683577736613,4.784086381278656
50,England,2026.04.5,198.33333333333334,91.95175547867906,5.666666666666667,980.1666666666666,102.66666666666667,60.666666666666664,396.0,44.833333333333336,619.8333333333334,997.8333333333334,7.137355134650065,81.00154083591197,81.18189400727366,63.333333333333336,1335.6666666666667,260.0,36.70259698282125,2017.3333333333333,40.833333333333336,20.0,5.5402824702994735,4.707362320788303
51,England,2026.04.5,242.5,93.26328173159355,4.666666666666667,994.8333333333334,115.5,54.166666666666664,383.1666666666667,47.166666666666664,615.8333333333334,997.1666666666666,6.606398618918694,83.25936382340257,84.69677135698068,67.0,1313.3333333333333,269.0,37.48425019653465,1946.6666666666667,41.5,21.333333333333332,5.6463161732705345,4.722599563383681
52,England,2026.04.5,247.6,94.21852868577355,4.5,965.6666666666666,100.66666666666667,60.333333333333336,380.0,51.166666666666664,653.5,1027.8333333333333,6.663873266418441,81.72695611050574,83.49358272677323,68.5,1347.3333333333333,256.5,38.229389333431435,1964.8333333333333,39.666666666666664,21.5,5.4550961160461355,5.133262174093296
53,England,2026.04.5,240.83333333333334,93.16631106847372,5.166666666666667,952.0,88.16666666666667,60.5,386.3333333333333,53.0,630.3333333333334,996.3333333333334,7.1798260355444965,78.38625246404553,83.7324708132348,55.333333333333336,1303.0,234.83333333333334,39.668799206195665,1953.1666666666667,43.666666666666664,25.666666666666668,5.6802719981592125,4.972018881548377
54,England,2026.04.5,175.5,91.22350240142892,5.5,951.5,106.16666666666667,63.0,389.6666666666667,50.0,632.1666666666666,986.3333333333334,7.080504428760552,80.92199413520456,82.65504783729016,63.5,1311.1666666666667,266.6666666666667,36.51620942351846,2039.1666666666667,44.333333333333336,21.5,5.7202219040237265,4.878672123026711
55,England,2026.04.5,309.6666666666667,93.7246350474796,6.333333333333333,981.5,89.16666666666667,63.333333333333336,404.1666666666667,52.333333333333336,642.8333333333334,1025.8333333333333,6.886278174099087,83.6589085141852,83.74141102693437,64.66666666666667,1297.6666666666667,272.5,37.46733313352516,2045.1666666666667,44.666666666666664,20.833333333333332,5.606286313611824,4.985009781709949
56,England,2026.04.5,261.3333333333333,95.23996791538313,5.166666666666667,970.3333333333334,110.0,60.333333333333336,397.1666666666667,54.0,627.5,998.1666666666666,6.8767383764358785,80.33440293487695,84.82371236386422,58.333333333333336,1332.3333333333333,256.0,38.79258105937406,1976.5,41.0,24.0,5.688765053264324,4.881095246591869
57,England,2026.04.5,198.33333333333334,91.14164474494287,5.166666666666667,993.3333333333334,108.5,58.666666666666664,378.0,48.5,629.8333333333334,990.8333333333334,7.440134526261321,80.25543111812802,84.20320330933521,57.333333333333336,1360.6666666666667,241.66666666666666,36.98872001824634,1994.6666666666667,43.333333333333336,23.666666666666668,5.912147819019043,4.903604574438321
58,England,2026.04.5,301.4,91.50870255488887,6.166666666666667,969.5,110.5,62.666666666666664,381.5,51.166666666666664,622.1666666666666,971.5,7.199986203761225,78.98759869932442,82.87753788015847,71.33333333333333,1300.1666666666667,247.0,38.71608169465452,2028.6666666666667,46.333333333333336,22.5,5.6468136921831515,4.725300619336623
59,England,2026.04.5,358.3333333333333,92.9512950200657,5.666666666666667,963.5,108.33333333333333,65.0,379.0,52.166666666666664,625.1666666666666,985.8333333333334,7.4124580915766005,80.62084989429987,85.38544886286122,63.5,1330.6666666666667,278.6666666666667,38.298499507622466,2053.3333333333335,47.666666666666664,22.166666666666668,5.7241067243091726,4.760907189110303
60,England,2026.04.5,385.6666666666667,93.95564107287811,6.5,986.5,93.0,58.833333333333336,385.3333333333333,49.833333333333336,589.5,962.6666666666666,7.600865083396525,80.25226997156382,85.0465221102867,77.66666666666667,1359.0,268.1666666666667,37.29474086098363,1952.5,47.166666666666664,23.333333333333332,5.745846057554259,5.222733966641349
61,England,2026.04.5,410.0,92.73272456305091,5.0,1003.5,102.66666666666667,62.166666666666664,383.5,50.333333333333336,621.1666666666666,975.1666666666666,7.9316232770295905,81.39239024513579,84.85502378418381,73.83333333333333,1346.0,249.5,37.03276138464302,2048.3333333333335,41.0,23.666666666666668,5.651700989265655,5.047114906086645
62,England,2026.04.5,381.5,92.45604210634532,6.833333333333333,1001.0,122.16666666666667,65.0,379.6666666666667,57.833333333333336,632.0,997.5,7.6814914353615364,80.23199678078866,85.78940860199147,79.0,1366.6666666666667,270.3333333333333,37.08240658415633,1957.5,47.0,23.833333333333332,5.636853935380832,4.747660927524013
63,England,2026.04.5,503.0,91.90365707016703,6.333333333333333,995.6666666666666,116.16666666666667,66.83333333333333,391.8333333333333,51.833333333333336,633.3333333333334,1026.0,7.684444903238905,83.81965865835645,84.84831220708831,66.0,1354.3333333333333,275.5,35.736054092928114,2049.8333333333335,52.0,22.0,5.842177515912095,5.047539855009874
64,England,2026.04.5,412.5,90.72184641487239,6.0,988.5,103.0,62.0,381.3333333333333,64.33333333333333,647.0,1011.8333333333334,7.240302942332207,81.59946739975328,82.96093908010529,76.16666666666667,1368.3333333333333,260.6666666666667,39.75066828246525,1980.6666666666667,51.333333333333336,20.0,5.472781597951138,4.890477504861419
65,England,2026.04.5,536.6666666666666,94.31505591386714,5.333333333333333,983.5,105.83333333333333,65.66666666666667,386.6666666666667,56.333333333333336,618.1666666666666,970.8333333333334,7.622101333334613,83.39803483339162,81.28219093636561,67.16666666666667,1368.8333333333333,249.83333333333334,35.91658899100747,2026.1666666666667,46.166666666666664,24.166666666666668,5.845204852296096,5.09270758512081
66,England,2026.04.5,495.6666666666667,93.96552488908272,7.0,1001.6666666666666,119.83333333333333,66.16666666666667,382.0,56.0,643.6666666666666,993.6666666666666,7.686367781695786,80.40638281035662,84.72586500338996,69.0,1299.5,272.0,36.3734155580315,2009.8333333333333,53.666666666666664,23.666666666666668,5.764730316979242,5.396207849662665
67,England,2026.04.5,697.0,94.97440157773019,8.833333333333334,1038.0,113.83333333333333,66.5,424.0,56.0,641.0,1052.8333333333333,6.662664503400335,85.9946370116924,85.581896098433,69.16666666666667,1363.1666666666667,268.5,38.709608693918184,1990.0,40.333333333333336,27.166666666666668,5.963223434942091,5.005650971835307
68,England,2026.04.5,321.8333333333333,91.16513087973749,6.5,1002.0,109.33333333333333,65.0,397.3333333333333,62.0,656.8333333333334,1043.5,7.2790860032181515,83.07982404316107,85.14445351627158,68.0,1315.3333333333333,270.1666666666667,37.23029857732036,2104.3333333333335,42.666666666666664,24.666666666666668,5.700895791776663,5.140602744330992
69,England,2026.04.5,442.2,92.46449320254415,5.166666666666667,1015.5,116.33333333333333,66.33333333333333,360.3333333333333,54.6,634.0,962.8333333333334,7.034433242312183,82.57363384911902,85.8099906616764,66.16666666666667,1387.5,283.1666666666667,37.64058372636754,1972.8333333333333,45.833333333333336,22.166666666666668,5.765593583485624,4.695290504699251
70,England,2026.04.5,535.5,92.95376991886182,8.166666666666666,984.3333333333334,99.0,69.0,389.6666666666667,63.166666666666664,637.5,1007.6666666666666,7.493085836603785,81.4417787144158,84.58033312069286,80.66666666666667,1304.6666666666667,279.3333333333333,35.35339812008011,2002.1666666666667,45.833333333333336,22.0,5.759055180992752,5.148829747344801
71,England,2026.04.5,412.1666666666667,94.58155110328558,6.833333333333333,1023.1666666666666,116.66666666666667,72.33333333333333,390.5,52.833333333333336,656.1666666666666,1014.5,7.774127788610824,79.80142758553548,86.22703911266701,80.5,1336.8333333333333,266.5,36.1640009598372,2051.8333333333335,48.0,22.666666666666668,5.724923078792279,4.657988315976625
72,England,2026.04.5,84.0,93.78099451743913,5.833333333333333,1024.8333333333333,128.16666666666666,66.0,408.0,63.0,660.1666666666666,1062.6666666666667,7.45279176296384,80.31369132042461,84.4287539762709,74.16666666666667,1376.8333333333333,258.8333333333333,36.652870512625064,2023.8333333333333,49.0,23.666666666666668,5.741544226538534,4.800164417126838
